name,latitude,longitude,state,lga,care_level,category,functional_status
Dalahat Dispensary,10.1870199998,12.0795299997,Borno,Shani,primary,Dispensary,Functional
Miringa Dispensary,10.7294840004,12.1455449995,Borno,Biu,primary,Dispensary,Functional
Liya Primary Health Center,10.6993419999,12.3893750002,Borno,Biu,primary,Primary Health Center,Functional
Shettimari Health Center,11.5258700005,12.4124299999,Borno,Kaga,primary,Primary Health Center,Functional
Dongo Health Center,11.57517,12.44941,Borno,Kaga,primary,Primary Health Center,Functional
Harang Clinic,10.5697699999,12.461226,Borno,Hawul,primary,Primary Health Center,Functional
Abulam Dispensary,11.191044,12.4706290004,Borno,Damboa,primary,Dispensary,Functional
Galangi Primary Health Center,11.5092020002,12.5140829999,Borno,Kaga,primary,Primary Health Center,Functional
Wataku Dispensary,10.6616700003,12.51718,Borno,Askira Uba,primary,Dispensary,Functional
Guwo Dispensary,11.6248899998,12.5293500003,Borno,Kaga,primary,Dispensary,Functional
Karagawaru Dispensary,11.9061999999,12.5542460002,Borno,Kaga,primary,Dispensary,Functional
Meleri Dispensary,13.1642899997,12.5776800001,Borno,Mobbar,primary,Dispensary,Functional
Marguba Health Post,11.6936200005,12.5843599997,Borno,Kaga,primary,Dispensary,Functional
Bulajimbam Dispensary,11.2008119996,12.6133840004,Borno,Damboa,primary,Dispensary,Functional
Layi Health Clinic,12.9180800004,12.61422,Borno,Mobbar,primary,Primary Health Center,Functional
Koramgilim Dispensary,10.8650350005,12.7116740002,Borno,Chibok,primary,Dispensary,Functional
Gashigar Health Clinic,13.3703069997,12.7913100003,Borno,Mobbar,primary,Primary Health Center,Functional
Leho B Health Post,10.7054600001,12.8226499996,Borno,Askira Uba,primary,Dispensary,Functional
Jewu Primary Health Clinic,11.7670070003,12.8545000002,Borno,Konduga,primary,Primary Health Center,Functional
Gadai Lawanti Dispensary,12.4013940004,12.9444650004,Borno,Nganzai,primary,Dispensary,Functional
Garanda Health Clinic,13.0002500003,12.9907599998,Borno,Guzamala,primary,Primary Health Center,Functional
Rumirgo Primary Health Center,10.5897230004,13.0422859998,Borno,Askira Uba,primary,Primary Health Center,Functional
Jabullam Health Clinic,13.5156500005,13.0770000004,Borno,Abadam,primary,Primary Health Center,Functional
Sabusawa Health Post,12.5537499999,13.1395799999,Borno,Nganzai,primary,Dispensary,Functional
Tuba Lawanti Health Post,12.1421160002,13.1444160002,Borno,Jere,primary,Dispensary,Functional
Gambaru Clinic,11.8463100002,13.1675699999,Borno,Maiduguri,primary,Primary Health Center,Functional
Muffa Shidiki Dispensary,10.4562479997,13.2021960005,Borno,Askira Uba,primary,Dispensary,Functional
Uba Private Clinic,10.4562099997,13.2101599999,Borno,Askira Uba,primary,Primary Health Center,Functional
Kessangarola Health Post,12.1355599997,13.2675999999,Borno,Nganzai,primary,Dispensary,Functional
Abadam General Hospital,13.6230800004,13.2716099996,Borno,Abadam,secondary,General Hospital,Functional
Bdagu Dispensary,10.8550199997,13.2802100005,Borno,Askira Uba,primary,Dispensary,Functional
Mulgu Health Clinic,12.4305410002,13.3073449999,Borno,Nganzai,primary,Primary Health Center,Functional
Koshebe Primary Health Center,11.9742140001,13.3171929996,Borno,Mafa,primary,Primary Health Center,Functional
Kangarwa Health Clinic,12.5771899998,13.4135500001,Borno,Guzamala,primary,Primary Health Center,Functional
Mofio Dispensary,12.3046579996,13.4190279998,Borno,Monguno,primary,Dispensary,Functional
Arnari Health Clinic,11.7222059999,13.4540679996,Borno,Konduga,primary,Primary Health Center,Functional
Kabulawa Health Clinic,12.2834300002,13.4993900004,Borno,Marte,primary,Primary Health Center,Functional
Duguri Health Clinic,13.3086099998,13.5026499996,Borno,Kukawa,primary,Primary Health Center,Functional
Yamtake Dispensary,11.1076600003,13.5070499996,Borno,Gwoza,primary,Dispensary,Functional
Wulo Dispensary,12.5079699998,13.51646,Borno,Monguno,primary,Dispensary,Functional
Yele Dispensary,12.4030699995,13.5696600001,Borno,Monguno,primary,Dispensary,Functional
Mandala Dispensary,12.5226299997,13.6009300004,Borno,Monguno,primary,Dispensary,Functional
Kulli Health Clinic,12.3151499998,13.6157200004,Borno,Marte,primary,Primary Health Center,Functional
Zengebe Dispensry,12.0797569998,13.6701280004,Borno,Mafa,primary,Primary Health Center,Functional
Dogoshi Health Clinic,12.8623399996,13.6744700004,Borno,Kukawa,primary,Primary Health Center,Functional
Ngurno Health Center,12.7167699996,13.6902100001,Borno,Monguno,primary,Primary Health Center,Functional
Mintar Dispensary,12.4333600001,13.6917900001,Borno,Monguno,primary,Dispensary,Functional
Difinowa Dispensary,12.6066899999,13.7482999995,Borno,Monguno,primary,Dispensary,Functional
Dagumba Clinic,11.7902340001,13.7609830001,Borno,Mafa,primary,Primary Health Center,Functional
Surudubu Dispensary,13.1221326,6.4356679,Zamfara,Shinkafi,primary,Dispensary,Functional
Mujigine Health Post,12.1048549999,13.7732859995,Borno,Mafa,primary,Dispensary,Functional
Marte General Hospital,12.3643080002,13.8249149996,Borno,Marte,secondary,General Hospital,Functional
Njine Health Clinic,12.31256,13.8343,Borno,Marte,primary,Primary Health Center,Functional
Dam Health Post,12.7156099999,13.8587299996,Borno,Monguno,primary,Dispensary,Functional
Doro Primary Health Care,13.1164300002,13.8609800001,Borno,Kukawa,primary,Primary Health Center,Functional
Kirenowa Health Clinic,12.4232900002,13.9352499995,Borno,Marte,primary,Primary Health Center,Functional
Bulonguwa Dispensary,12.01964,13.9615000004,Borno,Dikwa,primary,Dispensary,Functional
Ngudoram Health Outpost,12.0528759996,13.9961689999,Borno,Dikwa,primary,Primary Health Center,Functional
Amtul Dispensary,12.0219699996,13.9981200003,Borno,Dikwa,primary,Dispensary,Functional
Ngabure Dispensary,12.06976,14.0173200003,Borno,Dikwa,primary,Dispensary,Functional
Logumani Health Clinic,12.2005499999,14.0175200004,Borno,Ngala,primary,Primary Health Center,Functional
Gamaye Dispensary,12.1410800005,14.02566,Borno,Dikwa,primary,Dispensary,Functional
Massa Model Primary Health Center,11.7966999995,14.0468100003,Borno,Dikwa,primary,Primary Health Center,Functional
Kote Health Center,11.4137300003,14.0488599997,Borno,Bama,primary,Primary Health Center,Functional
Wulgo Primary Health Center,12.47591,14.17432,Borno,Ngala,primary,Primary Health Center,Functional
Wulgo Dispensary,12.4827799997,14.1786399999,Borno,Ngala,primary,Dispensary,Functional
Bula Mallumbe Health Clinic,12.3589999996,14.28326,Borno,Ngala,primary,Primary Health Center,Functional
Jarawa Dispensary,11.9604899998,14.3987600005,Borno,Kala Balge,primary,Dispensary,Functional
Kala Health Clinic,12.0802100001,14.4640399998,Borno,Kala Balge,primary,Primary Health Center,Functional
Jilbe Health Clinic,11.9178799998,14.6352200001,Borno,Kala Balge,primary,Primary Health Center,Functional
Wamiri Health Clinic,12.72619,13.4565100003,Borno,Guzamala,primary,Primary Health Center,Functional
Gubio Dispensary,12.5017119995,12.7851140001,Borno,Gubio,primary,Dispensary,Functional
Mrs Fatima Ali Sheriff Maternity Clinic Magumeri,12.1152029999,12.8256169996,Borno,Magumeri,primary,Maternity Home,Functional
Dala Clinic,11.8120709999,13.0917020004,Borno,Jere,primary,Primary Health Center,Functional
Bulabulin Dispensary,11.86076,13.1370500002,Borno,Maiduguri,primary,Dispensary,Functional
Yerwa Clinic,11.8463230002,13.1563430003,Borno,Maiduguri,primary,Primary Health Center,Functional
Banki Health Clinic,11.2489100003,14.150777,Borno,Bama,primary,Primary Health Center,Functional
Zowo Model Health Center,12.6460499996,12.7396600002,Borno,Gubio,primary,Primary Health Center,Functional
Jiddari Primary Health Center,11.794494,13.1459250002,Borno,Jere,primary,Primary Health Center,Functional
Gongu Along Model Primary Health Center,11.9197900001,13.18684,Borno,Jere,primary,Primary Health Center,Functional
Gajiram Health Clinic,12.4934599999,13.2141899996,Borno,Nganzai,primary,Primary Health Center,Functional
Gasarawa Health Clinic,12.6172,13.33099,Borno,Nganzai,primary,Primary Health Center,Functional
Borno Yesu Health Center,12.272801,12.5809360004,Borno,Magumeri,primary,Primary Health Center,Functional
Ardimini Dispensary,12.5188900002,12.5821130002,Borno,Gubio,primary,Dispensary,Functional
Dunga Dispensary,12.5246700001,12.9052199997,Borno,Gubio,primary,Dispensary,Functional
Damoram Health Clinic,12.5308000003,13.1888200004,Borno,Nganzai,primary,Primary Health Center,Functional
Walama Dispensary,10.2838729996,11.9627560003,Borno,Shani,primary,Dispensary,Functional
Jakana Health Center,11.8421700004,12.7691600002,Borno,Konduga,primary,Primary Health Center,Functional
Gazabure Dispensary,12.8995299998,12.8158099999,Borno,Gubio,primary,Dispensary,Functional
Mairi Clinic,11.8111800003,13.18832,Borno,Jere,primary,Primary Health Center,Functional
Mairari Adambi Primary Health Center,12.6817999999,13.4406600005,Borno,Guzamala,primary,Primary Health Center,Functional
Sabon Gari Health Clinic,10.81124,12.45601,Borno,Damboa,primary,Primary Health Center,Functional
Kaya Dispensary,11.01599,12.89352,Borno,Damboa,primary,Dispensary,Functional
Vlinic Hospital,12.42010498,13.92767334,Borno,Marte,primary,Primary Health Center,Functional
Kafa Primary Health Center,11.307128906,12.478271484,Borno,Damboa,primary,Primary Health Center,Functional
Dikwa Dispensary,12.0336491385,13.9251795201,Borno,Dikwa,primary,Dispensary,Functional
Kumlia Dispensary,12.5511700001,13.4690499998,Borno,Monguno,primary,Dispensary,Functional
Monguno General Hospital,12.6846499998,13.6057499997,Borno,Monguno,secondary,General Hospital,Functional
Debele Dispensary,12.4810899995,13.6082200003,Borno,Monguno,primary,Dispensary,Functional
Kumshe Clinic,11.3557799999,14.2094809999,Borno,Bama,primary,Primary Health Center,Functional
Kukawa General Hospital,12.9257899997,13.57971,Borno,Kukawa,secondary,General Hospital,Functional
Nairawa Dispensary,12.6380100001,13.8377300003,Borno,Monguno,primary,Dispensary,Functional
Koma Kaudi Health Clinic,11.9981200004,14.5680300005,Borno,Kala Balge,primary,Primary Health Center,Functional
Marte Town Dispensary,12.3668999999,13.8264399996,Borno,Marte,primary,Dispensary,Functional
Daima Dispensary,12.1356099998,14.6204200001,Borno,Kala Balge,primary,Dispensary,Functional
Ali Sheriffti Health Clinic,12.8038399998,13.8346300002,Borno,Kukawa,primary,Primary Health Center,Functional
Chigom Dispensary,10.6044139,11.6889618,Borno,Bayo,primary,Dispensary,Functional
Likama Health Clinic,10.871395,12.84376667,Borno,Chibok,primary,Primary Health Center,Functional
Ardimini Baram Kuru Dispensary,12.4674292383,12.6165220138,Borno,Gubio,primary,Dispensary,Functional
Ngetra Model Primary Health Center,12.5828194,12.6828821,Borno,Gubio,primary,Primary Health Center,Functional
Kauwa Family Support Program,12.9493869997,13.6746749995,Borno,Kukawa,primary,Primary Health Center,Functional
Konduga Maternal and Child Health Clinic,11.65326,13.4144699997,Borno,Konduga,primary,Primary Health Center,Functional
Kwaya Kusar Town Dispensary,10.4991399999,11.8359500002,Borno,Kwaya Kusar,primary,Dispensary,Functional
Wandali Primary Health Center,10.5603030004,11.9414839999,Borno,Kwaya Kusar,primary,Primary Health Center,Functional
University of Maiduguri Teaching Hospital,11.8263789997,13.1803229996,Borno,Jere,tertiary,Teaching Hospital,Functional
Damasak Dispensary,13.1053199997,12.5057500003,Borno,Mobbar,primary,Dispensary,Functional
Tanahu Primary Health Center,8.320688333,6.84649,Kogi,Kogi,primary,Primary Health Center,Functional
Ejule Primary Health Center,7.366673333,7.099893333,Kogi,Ofu,primary,Primary Health Center,Functional
Odomogu Primary Health Center,7.030938333,7.297363333,Kogi,Igalamela-Odolu,primary,Primary Health Center,Functional
Farec Clinic,7.802936667,6.731006667,Kogi,Lokoja,primary,Primary Health Center,Functional
Lokoja Lga Staff Clinic,7.80874,6.747048333,Kogi,Lokoja,primary,Primary Health Center,Functional
Kabawa Primary Health Care Center,7.822268333,6.747116667,Kogi,Lokoja,primary,Primary Health Center,Functional
Okenya Primary Health Center,7.143883333,6.792465,Kogi,Igalamela-Odolu,primary,Primary Health Center,Functional
Karara Primary Health Center,7.941426667,6.755968333,Kogi,Lokoja,primary,Primary Health Center,Functional
Odoma Clinic and Maternity,7.13086,6.769446667,Kogi,Igalamela-Odolu,primary,Maternity Home,Functional
Iga Ojo Primary Health Center,7.372428333,6.909485,Kogi,Ofu,primary,Primary Health Center,Functional
Taiyu Dispensary,11.7141548464,10.9521304374,Yobe,Nangere,primary,Dispensary,Functional
Inata Primary Health Center,7.58812400998,6.16992191515,Kogi,Okehi,primary,Primary Health Center,Functional
Ihiame Primary Health Center,7.13801267222,6.77665945544,Kogi,Igalamela-Odolu,primary,Primary Health Center,Functional
Umochina Primary Health Center,7.178483333,6.76889549,Kogi,Igalamela-Odolu,primary,Primary Health Center,Functional
Emu Clinic,7.98025471533,6.612814434,Kogi,Lokoja,primary,Primary Health Center,Functional
Otutu Health Post,7.54817940138,6.2428192962,Kogi,Okene,primary,Dispensary,Functional
Agala Primary Health Care Clinic,7.187435,7.554658333,Kogi,Olamaboro,primary,Primary Health Center,Functional
Adum Otukpa Primary Health Center,7.16301913138,7.6512797755,Kogi,Olamaboro,primary,Primary Health Center,Functional
Okaqwu Primary Health Center,7.12722892379,6.751131591,Kogi,Idah,primary,Primary Health Center,Functional
Sabo Agura Primary Health Center,6.832395,3.648012,Ogun,Shagamu,primary,Primary Health Center,Functional
Nasarawa Godel Primary Health Center,12.5456797,6.8088734,Zamfara,Birnin Magaji-Kiyaw,primary,Primary Health Center,Functional
Umuakwa Health Center,5.012195,7.3249133,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Ihie Amaufuru Health Center,5.029876667,7.31686,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Umuagara Primary Health Center,4.997365,7.321581667,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Ijagba Health Clinic,6.847561667,3.64568,Ogun,Shagamu,primary,Primary Health Center,Functional
Ihie Ukwu Primary Health Center,5.0072833,7.3092183,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Sagamu Community Center,6.841305,3.646216667,Ogun,Shagamu,primary,Primary Health Center,Functional
Imobido Health Center,6.90758,3.659165,Ogun,Ikenne,primary,Primary Health Center,Functional
Oshiri Health Center,6.132526667,7.884983333,Ebonyi,Onicha,primary,Primary Health Center,Functional
Isiala Ihie Primary Health Care,5.02345,7.316343333,Abia,Ugwunagbo,primary,Primary Health Center,Functional
Abudu General Hospital,6.29418,6.02039,Edo,Orhionmwon,secondary,General Hospital,Functional
Sabo Gra Health Center,6.832795,3.640085,Ogun,Shagamu,primary,Primary Health Center,Functional
Danfami Primary Health Center,12.61083833,6.853898333,Zamfara,Birnin Magaji-Kiyaw,primary,Primary Health Center,Functional
Ayotola Specialist Hospital,6.843026667,3.640313333,Ogun,Shagamu,tertiary,Specialist Hospital,Functional
Police Cottage Hospital,6.852586667,3.633336667,Ogun,Shagamu,secondary,Military and Paramilitary Clinic,Functional
Ikenne General Hospital,6.881073333,3.702665,Ogun,Ikenne,secondary,General Hospital,Functional
Rufina Catholic Medical Center,6.913236667,3.67195,Ogun,Ikenne,secondary,Medical Center,Functional
Makun Primary Health Care,6.84934,3.63086,Ogun,Shagamu,primary,Primary Health Center,Functional
Aigbodun Clinic and Maternity,6.28973,6.02669,Edo,Orhionmwon,primary,Maternity Home,Functional
El Bethel Medical Center,6.83462,3.64098,Ogun,Shagamu,primary,Medical Center,Functional
Ade Maternity Clinic,6.83534,3.6382,Ogun,Shagamu,primary,Maternity Home,Functional
Phrontline Clinic and Maternity,6.844841667,3.644201667,Ogun,Shagamu,primary,Maternity Home,Functional
Salem Salem Maturity,6.826715,3.646238333,Ogun,Shagamu,primary,Primary Health Center,Functional
Sanctuary Clinic and Maternity Home,6.84623,3.62943,Ogun,Shagamu,secondary,Maternity Home,Functional
Gbekelolu Medical Center,6.845356667,3.63071,Ogun,Shagamu,secondary,Medical Center,Functional
Akesangbemi Maternity Center,6.929843333,3.635491667,Ogun,Ikenne,primary,Maternity Home,Functional
Aruba Health Center,6.825435,3.655321667,Ogun,Shagamu,primary,Primary Health Center,Functional
Latawa Health Post,6.845586667,3.645346667,Ogun,Shagamu,primary,Dispensary,Functional
Charity Clinic,6.12961,7.88114,Ebonyi,Onicha,primary,Private Non Profit,Functional
New Bethel Hospital,5.840881348,6.99029541,Imo,Orsu,primary,Primary Health Center,Functional
Oloten Primary Health Center,6.28988478504,6.03873608036,Edo,Orhionmwon,primary,Primary Health Center,Functional
Oheze Naka Primary Health Center,6.2031534574,6.02105975907,Edo,Orhionmwon,primary,Primary Health Center,Functional
Dekins First Trinity Clinic,6.295715332,6.028320313,Edo,Orhionmwon,primary,Primary Health Center,Functional
Evbobanosa Primary Health Center,6.292907714,5.983276367,Edo,Orhionmwon,primary,Primary Health Center,Functional
Ajaka Health Center,6.86255,3.63225,Ogun,Shagamu,primary,Primary Health Center,Functional
Unique Specialist Clinic,6.82914,3.64757,Ogun,Shagamu,tertiary,Specialist Hospital,Functional
Imperial Specialist Hospital,6.849487305,3.643676758,Ogun,Shagamu,tertiary,Specialist Hospital,Functional
Maiwa Primary Health Center,12.9088800002,6.60532100021,Zamfara,Shinkafi,primary,Primary Health Center,Functional
